,product_url,product_code,product_title,category,gender,color,sale_price,mrp,discount,star_rating,no_of_reviews,description,details
654,https://www.adidas.co.in/lite-racer-3.0-shoes/GY3095.html,GY3095,Lite Racer 3.0 Shoes,Sportswear,Men,Legend Ink / Cloud White / Grey Five,4 999,4 999,0,4.5,454,"Walking is an essential part of daily life. Comfort should be too. Enjoy every step you take in these adidas shoes. Inspired by classic running shoes, they have plush Cloudfoam cushioning and a snug fit. Plus, 3-Stripes style. Do you even need any other shoes?","['Lace closure', 'Textile upper', 'Cushioned feel', 'Textile lining', 'Cloudfoam midsole', 'Upper contains a minimum of 50% recycled content', 'Color: Legend Ink / Cloud White / Grey Five', 'Product code: GY3095']"
655,https://www.adidas.co.in/coreracer-shoes/FX3614.html,FX3614,Coreracer Shoes,Sportswear,Women,Grey Two / Grey Two / Cloud White,5 599,5 599,0,3.8,4,"On the trail or on the couch in recovery mode, you'll strike a perfect balance of comfort and style in these adidas Coreracer Shoes. They're lightweight and breathable for all-day comfort, and the adidas Badge of Sport completes the performance footwear look.","['Lace closure', 'Textile upper', 'Breathable feel', 'Lightweight running shoes', 'EVA midsole and textile lining', 'Rubber outsole and tech-inspired heel counter', 'Color: Grey Two / Grey Two / Cloud White', 'Product code: FX3614']"
656,https://www.adidas.co.in/forum-bonega-shoes/GX4423.html,GX4423,Forum Bonega Shoes,Originals,Women,Core Black / Core Black / Off White,8 399,11 999,30,4.7,3,Make a statement and embrace your inner rebel with these Forum Bonega Shoes. Bold proportions and metallic buckle details add a twist on the classic adidas look. The memory foam sockliner keeps your comfort in mind. So go ahead: Step out in style.,"['Lace closure with adjustable buckle straps', 'Synthetic upper', 'Textile lining', 'Memory foam sockliner', 'Platform rubber outsole', 'Color: Core Black / Core Black / Off White', 'Product code: GX4423']"
657,https://www.adidas.co.in/campus-shoes/GX7330.html,GX7330,Campus Shoes,Originals,Men,Core Black / Cloud White / Off White,10 999,10 999,0,4.9,7,"Created for the courts and adopted by a constellation of subcultures — the adidas Campus is a true icon. A mellow classic. These shoes have a premium leather upper matched by a smooth, comfortable leather lining.","['Leather upper', 'Leather lining', 'Rubber outsole', 'Color: Core Black / Cloud White / Off White', 'Product code: GX7330']"
659,https://www.adidas.co.in/questar-shoes/HP2431.html,HP2431,Questar Shoes,Running,Women,Cloud White / Lucid Fuchsia / Silver Dawn,7 999,7 999,0,4.7,177,"Every day is a good day for a run when you lace up in these adidas shoes. A padded collar gives you a snug and secure fit, while lightweight cushioning underfoot delivers enhanced flexibility for a comfortable step from heel-strike to toe-off. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Textile upper', 'Geofit padded collar', 'Textile lining', 'Bounce midsole', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Lucid Fuchsia / Silver Dawn', 'Product code: HP2431']"
660,https://www.adidas.co.in/adilette-shower-slides/HQ6882.html,HQ6882,Adilette Shower Slides,Sportswear,Unisex,Better Scarlet / Cloud White / Core Black,2 999,2 999,0,4.5,97,"From the pool deck to the shower to the couch, these slides are made for the work-hard-rest-hard lifestyle. The slip-on construction gives you a snug fit that's easy to kick on and off as needed. Lightweight cushioning keeps your feet cradled in all-day comfort. The adidas Badge of Sport completes the iconic Adilette look.","['Regular fit', 'Slip-on construction', 'Synthetic upper', 'Textile lining', 'Contoured footbed', 'Cloudfoam midsole', 'Synthetic outsole', 'Color: Better Scarlet / Cloud White / Core Black', 'Product code: HQ6882']"
661,https://www.adidas.co.in/response-super-3.0-shoes/HP5933.html,HP5933,Response Super 3.0 Shoes,Running,Men,Core Black / Cloud White / Pulse Mint,8 999,8 999,0,4.4,157,"Run against the clock in these sporty adidas running shoes. They feature a breathable mesh upper and a Geofit padded collar that supports your ankles. Bounce at the heel and Bounce+ underfoot increase cushioning for a speedy and springy feel. The rubber outsole provides excellent grip, so feel free to take your run off-road.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Breathable mesh upper', 'Geofit padded collar', 'Bounce midsole', 'Adibouncy EVA sockliner', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Core Black / Cloud White / Pulse Mint', 'Product code: HP5933']"
662,https://www.adidas.co.in/hurtle-flip-flops/GA0990.html,GA0990,HURTLE FLIP-FLOPS,Swim,Men,Mystery Blue / Acid Yellow / Cloud White,699,999,30,4.3,77,Wear them all summer from the pool to the beach. These sandals combine rugged durability with quick-drying step-in cushioning as you spend your day in comfortable bliss. Heritage details show off your adidas inspiration. Punching effect finish synthetic upper. light weight flip flop. upper synthetic & textile tape combination enhance the product. high frequency welding on upper give classy look to the flip flop. cris cross lines print on foot bed enhance the product look. anti skid eva outsole give extra grip with the surface.,"['Synthetic Upper', 'High Frequency Welding On Upper', 'Cris Cross Lines Print On Foot Bed', 'Anti Skid Eva Outsole', 'Slip-on construction', 'Color: Mystery Blue / Acid Yellow / Cloud White', 'Product code: GA0990']"
663,https://www.adidas.co.in/stan-smith-crepe-shoes/HQ6834.html,HQ6834,Stan Smith Crepe Shoes,Originals,Men,Pantone / Pantone / Supplier Colour,13 999,13 999,0,4.5,24,"As UK football teams saw worldwide success in the 1970s, a whole new subculture entered the lineup. This version of the timeless adidas Stan Smith shoes brings that terrace vibe to you — no plane ticket or gas mileage required. The soft suede upper and crepe outsole create a super-clean, premium look for complete versatility. Take them around town or to the stands in support of your favourite team.","['Regular fit', 'Lace closure', 'Suede upper', 'Soft feel', 'Leather collar lining and sockliner cover', 'Rubber outsole', 'Color: Pantone / Pantone / Supplier Colour', 'Product code: HQ6834']"
664,https://www.adidas.co.in/ultra-4d-shoes/GZ1591.html,GZ1591,Ultra 4D Shoes,Sportswear,Men,Core Black / Core Black / Sonic Ink,21 999,21 999,0,4.7,214,"When the adidas Ultraboost debuted back in 2015, it had an impact that spilled beyond the world of running. For this version of the shoes, we retooled the design on a 3D-printed midsole. The denser parts of the lattice provide more support, and the parts that are open feel more cushioned. These shoes don't just look like the future. They feel like it, too.","['Regular fit', 'Lace closure', 'Textile upper', 'adidas 4D midsole', 'Textile lining', 'Continental™ Rubber outsole', 'Primegreen', 'Color: Core Black / Core Black / Sonic Ink', 'Product code: GZ1591']"
665,https://www.adidas.co.in/runsey-shoes/GA0941.html,GA0941,RUNSEY SHOES,Running,Men,Dove Grey / Core Black / Orange Rush,2 799,3 999,30,4.2,44,"A must have pair to own made with Light Weight Flexible & Breathable Battle Mesh. Branding Welding With A Beautiful Effect Enhancing The Visual Appeal Of The Shoe. Three Stripes Branding With Non Sew Synthetic Material , Increasing Beauty Of Product . Sock Liner Comfort Sweat Absorbing Fabric. Synergy Outsole – Rubber Outsole Is Engineered In Such A Way That It Gives Maximum Traction With Minimum Rubber Component. Feature Of Extended Rubber Part On Side Profile At Heel Area Gives You Great Stability While Running. Midsole Is Again Design With Maximum Eva Foam At Heel Which Provide Energize Comport For All Sports Throughout The Day.","['Regular fit', 'Lace closure', 'Mesh upper', 'Light weight Flexible', 'Rubber outsole', 'EVA midsole', 'Color: Dove Grey / Core Black / Orange Rush', 'Product code: GA0941']"
667,https://www.adidas.co.in/speedmotion-shoes/HP5693.html,HP5693,Speedmotion Shoes,Running,Women,Legend Ink / Night Metallic / Blue Dawn,8 999,8 999,0,4.6,97,"Lace up tight and get after your day. These adidas running shoes have a lightweight LIGHTMOTION midsole and a Geofit collar that locks in your feet, so whether you're running to catch the bus or getting in some laps on the track after work, your strides will be in total comfort. A support system in the forefoot and a unique heel construction give you the confidence to really push it.

Made with a series of recycled materials, and at least 50% recycled content, this product represents just one of our solutions to help end plastic waste.","[""Women's-specific fit"", 'Lace closure', 'Geofit padded collar', 'Forefoot medial support system', 'Optimised heel construction', 'LIGHTMOTION cushioning', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Legend Ink / Night Metallic / Blue Dawn', 'Product code: HP5693']"
669,https://www.adidas.co.in/apexo-shoes/GA1159.html,GA1159,APEXO SHOES,Running,Men,Grey Six / Carbon / Semi Mint Rush,2 659,3 799,30,4.3,16,"It doesn't really matter whether or not a run is in the cards for the day. An ultra-breathable feel and cushy midsole that energizes give these adidas shoes an edge. Hit the pavement or hit the town. You've got the kicks for whatever unfolds.Light weight Mesh & synthetic with recycled fibers which have unique performance propertiessuch as softness to the touch , superior moisture, high durability and environmental
friendly.","['Mesh Upper', 'Lace-up Closure', 'Unique 3 Stripes', 'Rubber  Outsole', 'EVA Midsole', 'Color: Grey Six / Carbon / Semi Mint Rush', 'Product code: GA1159']"
671,https://www.adidas.co.in/pictoris-shoes/EY3022.html,EY3022,PICTORIS SHOES,Running,Men,Mystery Blue / Crew Blue / Solar Red / Collegiate Navy,3 499,4 999,30,4.3,18,Make running a part of your everyday routine in these men’s shoes. They feature a durable and breathable mesh with synthetic upper. Lightweight cushioning keeps your stride comfortable.,"['Mesh upper', 'Lightweight midsole', 'Durable rubber outsole', 'Color: Mystery Blue / Crew Blue / Solar Red / Collegiate Navy', 'Product code: EY3022']"
672,https://www.adidas.co.in/top-ten-rb-shoes/FZ6192.html,FZ6192,Top Ten RB Shoes,Originals,Men,Dark Green / Cloud White / Gold Metallic,8 999,8 999,0,4.5,8,These adidas Top Ten RB Shoes offer a fresh perspective on the high top basketball shoe originally reserved for the best of the pro players. Celebrate that dynamic energy in show-stopping synthetic patent and an expressive design. Bold contrast colours frame the sleek silhouette. Metallic-gold eyelet rings add a stylish punch.,"['Lace closure', 'Synthetic patent upper', 'Textile lining', 'Rubber cupsole', 'Color: Dark Green / Cloud White / Gold Metallic', 'Product code: FZ6192']"
673,https://www.adidas.co.in/court-funk-shoes/HP9842.html,HP9842,Court Funk Shoes,Sportswear,Women,Cloud White / Cloud White / Linen Green,8 999,8 999,0,0.0,0,"From the tennis court to the city, these adidas shoes have that sporty look and feel you can wear every day of the week. They have a raised midsole and a soft collar to keep you comfortable from the moment you lace them up. The wide laces round out a clean look you can mix and match with anything in your wardrobe.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","[""Regular, women's-specific fit"", 'Lace closure', 'Synthetic upper', 'Textile lining', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Cloud White / Linen Green', 'Product code: HP9842']"
674,https://www.adidas.co.in/pureboost-22-shoes/HQ1461.html,HQ1461,Pureboost 22 Shoes,Running,Women,Wonder Red / Wonder Mauve / Beam Orange,7 199,11 999,40,4.6,63,"You don't have to run far to feel the benefits of training. Slip on these adidas shoes, and you're only a few miles away from a good mood. They're designed for short runs, with a BOOST midsole that offers incredible energy return with every step. The Stretchweb outsole flexes naturally for an energised ride, and Continental™ Rubber gives you superior traction.","['Regular fit', 'Lace closure', 'Engineered mesh upper', 'Adaptive feel', 'BOOST midsole', 'Textile lining', 'Midsole drop: 10 mm (heel: 20 mm / forefoot: 10 mm)', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Wonder Red / Wonder Mauve / Beam Orange', 'Product code: HQ1461']"
680,https://www.adidas.co.in/ownthegame-shoes/GW5483.html,GW5483,Ownthegame Shoes,Sportswear,Men,Grey Five / Matte Gold / Core Black,6 599,6 599,0,4.7,430,"Take control when you step onto the court in these adidas basketball shoes. The mesh upper keeps your feet feeling fresh as you run baseline to baseline. Lightweight cushioning underfoot absorbs impact with every step. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.","['Regular fit', 'Lace closure', 'Dual-material mesh upper', 'Textile lining', 'Moulded TPU lockdown heel', 'Lightmotion cushioning', 'Weight: 331 g (size UK 8.5)', 'Adiwear outsole', 'Color: Grey Five / Matte Gold / Core Black', 'Product code: GW5483']"
